"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","3"
"Cow Dung","6"
"Electricity","0"
"Kerosene","28"
"LP Gas","20"
"Not stated","15"
"Others","20"
"Wood/Firewood","4171"
"Total","4263"
