"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","292"
"Male","226"
"","518"
"Chhetri",""
"Female","1078"
"Male","999"
"","2077"
"Damai/Dholi",""
"Female","138"
"Male","146"
"","284"
"Gharti/Bhujel",""
"Female","111"
"Male","98"
"","209"
"Gurung",""
"Female","20"
"Male","22"
"","42"
"Kami",""
"Female","483"
"Male","396"
"","879"
"Magar",""
"Female","133"
"Male","129"
"","262"
"Newar",""
"Female","1324"
"Male","1366"
"","2690"
"Others",""
"Female","19"
"Male","31"
"","50"
"Sanyasi/Dasnami",""
"Female","11"
"Male","9"
"","20"
"Sarki",""
"Female","95"
"Male","76"
"","171"
"Sherpa",""
"Female","353"
"Male","342"
"","695"
"Tamang",""
"Female","5593"
"Male","5741"
"","11334"
