"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","12042"
"Christianity","387"
"Hindu","6779"
"Islam","4"
"Jainism","0"
"Kirat","0"
"Prakriti","13"
"Sikhism","0"
"Undefined","6"
"Total","19231"
