"Population by Mother tongue","Number"
"Avadhi",""
"Female","129"
"Male","145"
"","274"
"Bhojpuri",""
"Female","521"
"Male","536"
"","1057"
"Chhantyal",""
"Female","9"
"Male","5"
"","14"
"Gurung",""
"Female","125"
"Male","92"
"","217"
"Hindi",""
"Female","30"
"Male","54"
"","84"
"Magar",""
"Female","1894"
"Male","1496"
"","3390"
"Maithili",""
"Female","140"
"Male","160"
"","300"
"Nepali",""
"Female","21862"
"Male","17856"
"","39718"
"Newar",""
"Female","332"
"Male","295"
"","627"
"Others",""
"Female","18"
"Male","29"
"","47"
"Rai",""
"Female","5"
"Male","6"
"","11"
"Tamang",""
"Female","5"
"Male","6"
"","11"
"Tharu",""
"Female","5208"
"Male","4831"
"","10039"
"Urdu",""
"Female","16"
"Male","17"
"","33"
