"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","12"
"Cow Dung","0"
"Electricity Fuel","1"
"KeroseneFuel","19"
"LP Gas","657"
"Not Sated about Fuel","43"
"OthersFuel","40"
"Wood/FireWood","5019"
"Total","5791"
