"Population by Caste Ethinicity","Number"
"Badi",""
"Female","56"
"Male","57"
"","113"
"Brahman - Hill",""
"Female","1633"
"Male","1453"
"","3086"
"Chhetri",""
"Female","5625"
"Male","4979"
"","10604"
"Damai/Dholi",""
"Female","652"
"Male","579"
"","1231"
"Gharti/Bhujel",""
"Female","11"
"Male","5"
"","16"
"Gurung",""
"Female","195"
"Male","163"
"","358"
"Kami",""
"Female","1975"
"Male","1660"
"","3635"
"Magar",""
"Female","1542"
"Male","1326"
"","2868"
"Musalman",""
"Female","7"
"Male","11"
"","18"
"Newar",""
"Female","349"
"Male","345"
"","694"
"Others",""
"Female","29"
"Male","47"
"","76"
"Sanyasi/Dasnami",""
"Female","121"
"Male","112"
"","233"
"Sarki",""
"Female","1067"
"Male","846"
"","1913"
"Tamang",""
"Female","8"
"Male","8"
"","16"
"Terai Others",""
"Female","6"
"Male","8"
"","14"
"Thakuri",""
"Female","1090"
"Male","1017"
"","2107"
"Tharu",""
"Female","22"
"Male","19"
"","41"
"Yadav",""
"Female","4"
"Male","10"
"","14"
