"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","44"
"Cow Dung","6"
"Electricity","0"
"Kerosene","19"
"LP Gas","60"
"Not stated","15"
"Others","0"
"Wood/Firewood","3537"
"Total","3681"
