"Population by Five Years Age Group","Number"
"0-4",""
"Female","1562"
"Male","1606"
"10-14",""
"Female","1801"
"Male","1853"
"15-19",""
"Female","1626"
"Male","1518"
"20-24",""
"Female","1319"
"Male","1016"
"25-29",""
"Female","1080"
"Male","774"
"30-34",""
"Female","895"
"Male","758"
"35-39",""
"Female","828"
"Male","689"
"40-44",""
"Female","706"
"Male","631"
"45-49",""
"Female","544"
"Male","550"
"50-54",""
"Female","431"
"Male","495"
"55-59",""
"Female","372"
"Male","368"
"5-9",""
"Female","1811"
"Male","1851"
"60-64",""
"Female","358"
"Male","359"
"65-69",""
"Female","233"
"Male","244"
"70-74",""
"Female","135"
"Male","149"
"75+",""
"Female","124"
"Male","134"
