"Population by Five Years Age Group","Number"
"0-4",""
"Female","1068"
"Male","1129"
"10-14",""
"Female","1461"
"Male","1388"
"15-19",""
"Female","1422"
"Male","916"
"20-24",""
"Female","1146"
"Male","383"
"25-29",""
"Female","1002"
"Male","367"
"30-34",""
"Female","698"
"Male","289"
"35-39",""
"Female","791"
"Male","296"
"40-44",""
"Female","676"
"Male","363"
"45-49",""
"Female","620"
"Male","394"
"50-54",""
"Female","593"
"Male","407"
"55-59",""
"Female","506"
"Male","355"
"5-9",""
"Female","1312"
"Male","1328"
"60-64",""
"Female","496"
"Male","380"
"65-69",""
"Female","348"
"Male","340"
"70-74",""
"Female","228"
"Male","232"
"75+",""
"Female","272"
"Male","298"
