"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","2396"
"Electricity","2"
"Kerosene","33"
"LP Gas","31"
"Not stated","109"
"Others","0"
"Wood/Firewood","1142"
"Total","3717"
