"Population by Five Years Age Group","Number"
"0-4",""
"Female","1011"
"Male","1081"
"10-14",""
"Female","1409"
"Male","1533"
"15-19",""
"Female","869"
"Male","1131"
"20-24",""
"Female","860"
"Male","830"
"25-29",""
"Female","817"
"Male","711"
"30-34",""
"Female","809"
"Male","629"
"35-39",""
"Female","767"
"Male","650"
"40-44",""
"Female","604"
"Male","600"
"45-49",""
"Female","491"
"Male","547"
"50-54",""
"Female","341"
"Male","448"
"55-59",""
"Female","357"
"Male","318"
"5-9",""
"Female","1385"
"Male","1431"
"60-64",""
"Female","334"
"Male","414"
"65-69",""
"Female","194"
"Male","214"
"70-74",""
"Female","139"
"Male","230"
"75+",""
"Female","114"
"Male","127"
