"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","1845"
"Electricity Fuel","1"
"KeroseneFuel","58"
"LP Gas","12"
"Not Sated about Fuel","45"
"OthersFuel","56"
"Wood/FireWood","3883"
"Total","5904"
