"Population by Mother tongue","Number"
"Bajjika",""
"Female","3389"
"Male","3568"
"","6957"
"Bhojpuri",""
"Female","6"
"Male","5"
"","11"
"Doteli",""
"Female","8"
"Male","9"
"","17"
"Hindi",""
"Female","20"
"Male","15"
"","35"
"Magahi",""
"Female","156"
"Male","221"
"","377"
"Maithili",""
"Female","13042"
"Male","13878"
"","26920"
"Nepali",""
"Female","104"
"Male","105"
"","209"
"Not Reported",""
"Female","60"
"Male","60"
"","120"
"Others",""
"Female","20"
"Male","9"
"","29"
"Urdu",""
"Female","660"
"Male","707"
"","1367"
