"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","5"
"Christianity","19"
"Hindu","31435"
"Islam","4444"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","139"
"Total","36042"
