"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","38"
"Cow Dung","3912"
"Electricity Fuel","4"
"KeroseneFuel","98"
"LP Gas","31"
"Not Sated about Fuel","46"
"OthersFuel","967"
"Wood/FireWood","3464"
"Total","8560"
