"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","31"
"Male","26"
"","57"
"Danuwar",""
"Female","41"
"Male","45"
"","86"
"Doteli",""
"Female","13"
"Male","15"
"","28"
"Magahi",""
"Female","97"
"Male","67"
"","164"
"Maithili",""
"Female","20033"
"Male","17740"
"","37773"
"Nepali",""
"Female","543"
"Male","505"
"","1048"
"Newar",""
"Female","21"
"Male","20"
"","41"
"Not Reported",""
"Female","27"
"Male","15"
"","42"
"Others",""
"Female","24"
"Male","8"
"","32"
"Sunuwar",""
"Female","9"
"Male","9"
"","18"
"Tharu",""
"Female","3107"
"Male","2812"
"","5919"
"Urdu",""
"Female","816"
"Male","721"
"","1537"
"Yakkha",""
"Female","5"
"Male","7"
"","12"
