"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","24"
"Christianity","108"
"Hindu","40914"
"Islam","5719"
"Jainism","0"
"Kirat","1"
"Prakriti","1"
"Sikhism","0"
"Undefined","65"
"Total","46832"
