"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","3002"
"Electricity Fuel","0"
"KeroseneFuel","50"
"LP Gas","61"
"Not Sated about Fuel","13"
"OthersFuel","65"
"Wood/FireWood","1607"
"Total","4809"
