"Population by Mother tongue","Number"
"Bantawa",""
"Female","26"
"Male","24"
"Chamling",""
"Female","163"
"Male","162"
"Gurung",""
"Female","93"
"Male","81"
"Khaling",""
"Female","112"
"Male","94"
"Limbu",""
"Female","694"
"Male","628"
"Lohorung",""
"Female","6"
"Male","6"
"Magar",""
"Female","226"
"Male","194"
"Maithili",""
"Female","12"
"Male","20"
"Nachhiring",""
"Female","13"
"Male","13"
"Nepali",""
"Female","4989"
"Male","4218"
"Newar",""
"Female","568"
"Male","517"
"Not Reported",""
"Female","28"
"Male","35"
"Others",""
"Female","25"
"Male","20"
"Rai",""
"Female","105"
"Male","80"
"Sampang",""
"Female","6"
"Male","5"
"Sherpa",""
"Female","280"
"Male","250"
"Tamang",""
"Female","1391"
"Male","1222"
"Yakkha",""
"Female","641"
"Male","574"
