"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","120"
"Cow Dung","2"
"Electricity","0"
"Kerosene","11"
"LP Gas","33"
"Not stated","12"
"Others","0"
"Wood/Firewood","2436"
"Total","2614"
