"Population by Mother tongue","Number"
"Bhujel",""
"Female","3"
"Male","8"
"","11"
"Chamling",""
"Female","5"
"Male","6"
"","11"
"Gurung",""
"Female","14"
"Male","8"
"","22"
"Khaling",""
"Female","29"
"Male","24"
"","53"
"Maithili",""
"Female","21"
"Male","38"
"","59"
"Nachhiring",""
"Female","10"
"Male","11"
"","21"
"Nepali",""
"Female","4516"
"Male","4008"
"","8524"
"Newar",""
"Female","39"
"Male","32"
"","71"
"Not Reported",""
"Female","50"
"Male","37"
"","87"
"Others",""
"Female","21"
"Male","20"
"","41"
"Rai",""
"Female","29"
"Male","15"
"","44"
"Sherpa",""
"Female","160"
"Male","162"
"","322"
"Sunuwar",""
"Female","52"
"Male","42"
"","94"
"Tamang",""
"Female","1676"
"Male","1598"
"","3274"
"Thulung",""
"Female","3616"
"Male","3422"
"","7038"
