"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","7"
"LP Gas","0"
"Not Sated about Fuel","11"
"OthersFuel","0"
"Wood/FireWood","4222"
"Total","4240"
