"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","2008"
"Electricity Fuel","0"
"KeroseneFuel","35"
"LP Gas","8"
"Not Sated about Fuel","21"
"OthersFuel","255"
"Wood/FireWood","1631"
"Total","3960"
