"Number of households by type of outer wall","Number"
"BambooWall","597"
"Cement Bonded Bricks/Stone Wall","2236"
"Mud Bonded Bricks/Stone Wall","2331"
"Not stated","40"
"Others","361"
"Unbaked Bricks","9"
"Wood/Planks","1342"
"Total","6916"
