"Population by Single Year of Age","Number"
"0",""
"Female","304"
"Male","295"
"1",""
"Female","263"
"Male","284"
"10",""
"Female","468"
"Male","481"
"11",""
"Female","407"
"Male","377"
"12",""
"Female","491"
"Male","472"
"13",""
"Female","428"
"Male","427"
"14",""
"Female","442"
"Male","420"
"15",""
"Female","416"
"Male","408"
"16",""
"Female","428"
"Male","346"
"17",""
"Female","427"
"Male","351"
"18",""
"Female","473"
"Male","352"
"19",""
"Female","378"
"Male","256"
"2",""
"Female","305"
"Male","316"
"20",""
"Female","417"
"Male","295"
"21",""
"Female","351"
"Male","187"
"22",""
"Female","439"
"Male","233"
"23",""
"Female","315"
"Male","150"
"24",""
"Female","346"
"Male","182"
"25",""
"Female","423"
"Male","206"
"26",""
"Female","342"
"Male","149"
"27",""
"Female","316"
"Male","164"
"28",""
"Female","356"
"Male","182"
"29",""
"Female","205"
"Male","95"
"3",""
"Female","312"
"Male","317"
"30",""
"Female","441"
"Male","209"
"31",""
"Female","167"
"Male","108"
"32",""
"Female","274"
"Male","165"
"33",""
"Female","172"
"Male","120"
"34",""
"Female","189"
"Male","106"
"35",""
"Female","386"
"Male","262"
"36",""
"Female","198"
"Male","134"
"37",""
"Female","166"
"Male","101"
"38",""
"Female","218"
"Male","128"
"39",""
"Female","132"
"Male","108"
"4",""
"Female","318"
"Male","376"
"40",""
"Female","393"
"Male","240"
"41",""
"Female","115"
"Male","79"
"42",""
"Female","175"
"Male","147"
"43",""
"Female","124"
"Male","89"
"44",""
"Female","98"
"Male","72"
"45",""
"Female","331"
"Male","245"
"46",""
"Female","128"
"Male","93"
"47",""
"Female","117"
"Male","93"
"48",""
"Female","179"
"Male","145"
"49",""
"Female","109"
"Male","99"
"5",""
"Female","380"
"Male","412"
"50",""
"Female","329"
"Male","238"
"51",""
"Female","106"
"Male","100"
"52",""
"Female","124"
"Male","115"
"53",""
"Female","104"
"Male","99"
"54",""
"Female","84"
"Male","89"
"55",""
"Female","200"
"Male","187"
"56",""
"Female","117"
"Male","106"
"57",""
"Female","80"
"Male","88"
"58",""
"Female","112"
"Male","115"
"59",""
"Female","69"
"Male","75"
"6",""
"Female","350"
"Male","368"
"60",""
"Female","265"
"Male","234"
"61",""
"Female","64"
"Male","91"
"62",""
"Female","82"
"Male","95"
"63",""
"Female","72"
"Male","79"
"64",""
"Female","44"
"Male","75"
"65",""
"Female","132"
"Male","146"
"66",""
"Female","50"
"Male","47"
"67",""
"Female","54"
"Male","64"
"68",""
"Female","61"
"Male","88"
"69",""
"Female","30"
"Male","38"
"7",""
"Female","420"
"Male","413"
"70",""
"Female","135"
"Male","119"
"71",""
"Female","30"
"Male","28"
"72",""
"Female","57"
"Male","54"
"73",""
"Female","26"
"Male","43"
"74",""
"Female","26"
"Male","34"
"75",""
"Female","73"
"Male","70"
"76",""
"Female","20"
"Male","31"
"77",""
"Female","14"
"Male","34"
"78",""
"Female","30"
"Male","33"
"79",""
"Female","14"
"Male","17"
"8",""
"Female","448"
"Male","453"
"80",""
"Female","47"
"Male","35"
"81",""
"Female","12"
"Male","18"
"82",""
"Female","14"
"Male","16"
"83",""
"Female","6"
"Male","14"
"84",""
"Female","15"
"Male","12"
"85",""
"Female","68"
"Male","50"
"9",""
"Female","376"
"Male","410"
