"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","394"
"Cow Dung","5"
"Electricity","4"
"Kerosene","28"
"LP Gas","528"
"Not stated","37"
"Others","6"
"Wood/Firewood","5914"
"Total","6916"
