"Number of households by type of outer wall","Number"
"BambooWall","2520"
"Cement Bonded Bricks/Stone Wall","499"
"Mud Bonded Bricks/Stone Wall","440"
"Not stated","31"
"Others","54"
"Unbaked Bricks","4"
"Wood/Planks","228"
"Total","3776"
