"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","196"
"Cow Dung","7"
"Electricity Fuel","1"
"KeroseneFuel","28"
"LP Gas","94"
"Not Sated about Fuel","12"
"OthersFuel","0"
"Wood/FireWood","4219"
"Total","4557"
