"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","4092"
"Christianity","148"
"Hindu","17474"
"Islam","15"
"Jainism","0"
"Kirat","1"
"Prakriti","226"
"Sikhism","0"
"Undefined","13"
"Total","21969"
