"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1255"
"Male","1080"
"","2335"
"Chhetri",""
"Female","2224"
"Male","1812"
"","4036"
"Damai/Dholi",""
"Female","540"
"Male","489"
"","1029"
"Gharti/Bhujel",""
"Female","396"
"Male","346"
"","742"
"Hayu",""
"Female","145"
"Male","140"
"","285"
"Kami",""
"Female","464"
"Male","402"
"","866"
"Magar",""
"Female","1506"
"Male","1351"
"","2857"
"Majhi",""
"Female","221"
"Male","205"
"","426"
"Newar",""
"Female","1233"
"Male","1104"
"","2337"
"Others",""
"Female","16"
"Male","27"
"","43"
"Rai",""
"Female","39"
"Male","32"
"","71"
"Sanyasi/Dasnami",""
"Female","204"
"Male","149"
"","353"
"Sarki",""
"Female","1021"
"Male","832"
"","1853"
"Sunuwar",""
"Female","66"
"Male","71"
"","137"
"Tamang",""
"Female","2102"
"Male","1912"
"","4014"
"Thakuri",""
"Female","53"
"Male","36"
"","89"
