"Population by Five Years Age Group","Number"
"0-4",""
"Female","1867"
"Male","1904"
"10-14",""
"Female","1609"
"Male","1595"
"15-19",""
"Female","1220"
"Male","907"
"20-24",""
"Female","1161"
"Male","566"
"25-29",""
"Female","876"
"Male","432"
"30-34",""
"Female","762"
"Male","406"
"35-39",""
"Female","644"
"Male","375"
"40-44",""
"Female","573"
"Male","305"
"45-49",""
"Female","481"
"Male","287"
"50-54",""
"Female","383"
"Male","264"
"55-59",""
"Female","367"
"Male","269"
"5-9",""
"Female","1722"
"Male","1699"
"60-64",""
"Female","427"
"Male","245"
"65-69",""
"Female","321"
"Male","192"
"70-74",""
"Female","180"
"Male","143"
"75+",""
"Female","186"
"Male","121"
