"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","5"
"Christianity","22"
"Hindu","34568"
"Islam","3097"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","4"
"Undefined","519"
"Total","38216"
