"Population by Five Years Age Group","Number"
"0-4",""
"Female","66"
"Male","71"
"10-14",""
"Female","102"
"Male","75"
"15-19",""
"Female","76"
"Male","57"
"20-24",""
"Female","79"
"Male","52"
"25-29",""
"Female","67"
"Male","53"
"30-34",""
"Female","44"
"Male","51"
"35-39",""
"Female","54"
"Male","55"
"40-44",""
"Female","42"
"Male","39"
"45-49",""
"Female","36"
"Male","25"
"50-54",""
"Female","23"
"Male","42"
"55-59",""
"Female","11"
"Male","18"
"5-9",""
"Female","98"
"Male","94"
"60-64",""
"Female","29"
"Male","19"
"65-69",""
"Female","11"
"Male","13"
"70-74",""
"Female","18"
"Male","11"
"75+",""
"Female","11"
"Male","9"
