"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","22"
"Cow Dung","3"
"Electricity","3"
"Kerosene","18"
"LP Gas","873"
"Not stated","17"
"Others","2"
"Wood/Firewood","4623"
"Total","5561"
