"Population by Five Years Age Group","Number"
"0-4",""
"Female","969"
"Male","1092"
"10-14",""
"Female","1392"
"Male","1505"
"15-19",""
"Female","1368"
"Male","1179"
"20-24",""
"Female","1103"
"Male","662"
"25-29",""
"Female","1044"
"Male","536"
"30-34",""
"Female","846"
"Male","481"
"35-39",""
"Female","722"
"Male","448"
"40-44",""
"Female","599"
"Male","404"
"45-49",""
"Female","621"
"Male","430"
"50-54",""
"Female","488"
"Male","421"
"55-59",""
"Female","399"
"Male","385"
"5-9",""
"Female","1127"
"Male","1252"
"60-64",""
"Female","343"
"Male","308"
"65-69",""
"Female","263"
"Male","242"
"70-74",""
"Female","201"
"Male","200"
"75+",""
"Female","265"
"Male","232"
