"Population by Five Years Age Group","Number"
"0-4",""
"Female","1872"
"Male","2050"
"10-14",""
"Female","1898"
"Male","1821"
"15-19",""
"Female","1448"
"Male","1092"
"20-24",""
"Female","1082"
"Male","680"
"25-29",""
"Female","942"
"Male","510"
"30-34",""
"Female","758"
"Male","379"
"35-39",""
"Female","687"
"Male","428"
"40-44",""
"Female","612"
"Male","370"
"45-49",""
"Female","514"
"Male","314"
"50-54",""
"Female","406"
"Male","287"
"55-59",""
"Female","354"
"Male","288"
"5-9",""
"Female","1991"
"Male","2082"
"60-64",""
"Female","463"
"Male","281"
"65-69",""
"Female","416"
"Male","240"
"70-74",""
"Female","340"
"Male","205"
"75+",""
"Female","235"
"Male","170"
