"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","514"
"Cow Dung","16"
"Electricity Fuel","5"
"KeroseneFuel","72"
"LP Gas","1152"
"Not Sated about Fuel","52"
"OthersFuel","8"
"Wood/FireWood","11392"
"Total","13211"
