"Number of households by type of outer wall","Number"
"BambooWall","1156"
"Cement Bonded Bricks/Stone Wall","2445"
"Mud Bonded Bricks/Stone Wall","6333"
"Not Stated about Wall","70"
"Other Type Wall","438"
"Unbaked Bricks","7"
"Wood/Planks","2762"
"Total","13211"
