"Population by Mother tongue","Number"
"Bantawa",""
"Female","1597"
"Male","1661"
"","3258"
"Bhojpuri",""
"Female","43"
"Male","55"
"","98"
"Bhujel",""
"Female","64"
"Male","73"
"","137"
"Bote",""
"Female","271"
"Male","270"
"","541"
"Byansi",""
"Female","26"
"Male","20"
"","46"
"Chamling",""
"Female","411"
"Male","440"
"","851"
"Gurung",""
"Female","367"
"Male","365"
"","732"
"Hindi",""
"Female","47"
"Male","77"
"","124"
"Hyolmo/Yholmo",""
"Female","130"
"Male","131"
"","261"
"Khaling",""
"Female","16"
"Male","18"
"","34"
"Khash",""
"Female","18"
"Male","8"
"","26"
"Koyee",""
"Female","8"
"Male","4"
"","12"
"Kulung",""
"Female","125"
"Male","124"
"","249"
"Lapcha",""
"Female","687"
"Male","740"
"","1427"
"Limbu",""
"Female","1164"
"Male","1147"
"","2311"
"Lohorung",""
"Female","11"
"Male","5"
"","16"
"Magar",""
"Female","606"
"Male","552"
"","1158"
"Maithili",""
"Female","148"
"Male","147"
"","295"
"Mewahang",""
"Female","154"
"Male","145"
"","299"
"Nachhiring",""
"Female","11"
"Male","8"
"","19"
"Nepali",""
"Female","14128"
"Male","13253"
"","27381"
"Newar",""
"Female","709"
"Male","722"
"","1431"
"Not Reported",""
"Female","134"
"Male","127"
"","261"
"Others",""
"Female","598"
"Male","582"
"","1180"
"Rai",""
"Female","2580"
"Male","2448"
"","5028"
"Rajbanshi",""
"Female","8"
"Male","14"
"","22"
"Rajsthani",""
"Female","62"
"Male","95"
"","157"
"Sam",""
"Female","46"
"Male","45"
"","91"
"Sampang",""
"Female","129"
"Male","156"
"","285"
"Sanskrit",""
"Female","67"
"Male","71"
"","138"
"Sherpa",""
"Female","574"
"Male","532"
"","1106"
"Sign Language",""
"Female","11"
"Male","13"
"","24"
"Sunuwar",""
"Female","315"
"Male","305"
"","620"
"Tajpuriya",""
"Female","7"
"Male","7"
"","14"
"Tamang",""
"Female","2920"
"Male","2851"
"","5771"
"Thami",""
"Female","110"
"Male","135"
"","245"
"Tharu",""
"Female","9"
"Male","10"
"","19"
"Thulung",""
"Female","66"
"Male","61"
"","127"
"Urdu",""
"Female","7"
"Male","23"
"","30"
"Wambule",""
"Female","29"
"Male","16"
"","45"
"Yakkha",""
"Female","104"
"Male","114"
"","218"
"Yamphu/Yamphe",""
"Female","323"
"Male","297"
"","620"
