"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","12"
"Male","15"
"","27"
"Bantaba",""
"Female","73"
"Male","64"
"","137"
"Bhote",""
"Female","83"
"Male","82"
"","165"
"Brahman - Hill",""
"Female","4466"
"Male","4158"
"","8624"
"Chamling",""
"Female","14"
"Male","7"
"","21"
"Chepang /Praja",""
"Female","6"
"Male","5"
"","11"
"Chhetri",""
"Female","3936"
"Male","3763"
"","7699"
"Damai/Dholi",""
"Female","400"
"Male","388"
"","788"
"Ghale",""
"Female","16"
"Male","10"
"","26"
"Gharti/Bhujel",""
"Female","213"
"Male","205"
"","418"
"Gurung",""
"Female","647"
"Male","613"
"","1260"
"Hajam/Thakur",""
"Female","19"
"Male","28"
"","47"
"Halkhor",""
"Female","8"
"Male","6"
"","14"
"Halwai",""
"Female","57"
"Male","55"
"","112"
"Hyolmo",""
"Female","435"
"Male","416"
"","851"
"Kami",""
"Female","619"
"Male","612"
"","1231"
"Kathabaniyan",""
"Female","19"
"Male","17"
"","36"
"Kayastha",""
"Female","13"
"Male","12"
"","25"
"Kewat",""
"Female","22"
"Male","17"
"","39"
"Khawas",""
"Female","17"
"Male","10"
"","27"
"Koiri/Kushwaha",""
"Female","10"
"Male","2"
"","12"
"Kulung",""
"Female","48"
"Male","46"
"","94"
"Lepcha",""
"Female","719"
"Male","773"
"","1492"
"Limbu",""
"Female","1490"
"Male","1462"
"","2952"
"Magar",""
"Female","790"
"Male","726"
"","1516"
"Marwadi",""
"Female","70"
"Male","107"
"","177"
"Mewahang Bala",""
"Female","10"
"Male","6"
"","16"
"Musalman",""
"Female","26"
"Male","61"
"","87"
"Newar",""
"Female","1522"
"Male","1468"
"","2990"
"Others",""
"Female","51"
"Male","58"
"","109"
"Pattharkatta/ Kushwadiya",""
"Female","5"
"Male","6"
"","11"
"Punjabi/Sikh",""
"Female","12"
"Male","14"
"","26"
"Rai",""
"Female","7554"
"Male","7358"
"","14912"
"Rajbansi",""
"Female","12"
"Male","17"
"","29"
"Sanyasi/Dasnami",""
"Female","214"
"Male","211"
"","425"
"Sarki",""
"Female","89"
"Male","100"
"","189"
"Satar/ Santhal",""
"Female","11"
"Male","9"
"","20"
"Sherpa",""
"Female","552"
"Male","502"
"","1054"
"Sunuwar",""
"Female","412"
"Male","394"
"","806"
"Tajpuriya",""
"Female","7"
"Male","7"
"","14"
"Tamang",""
"Female","3537"
"Male","3401"
"","6938"
"Teli",""
"Female","49"
"Male","54"
"","103"
"Terai Others",""
"Female","15"
"Male","19"
"","34"
"Thakali",""
"Female","11"
"Male","1"
"","12"
"Thakuri",""
"Female","50"
"Male","54"
"","104"
"Thami",""
"Female","175"
"Male","200"
"","375"
"Tharu",""
"Female","15"
"Male","14"
"","29"
"Undefined Others",""
"Female","95"
"Male","102"
"","197"
"Yadav",""
"Female","11"
"Male","12"
"","23"
"Yakkha",""
"Female","164"
"Male","163"
"","327"
"Yamphu",""
"Female","39"
"Male","37"
"","76"
