"Population by Caste Ethinicity","Number"
"Badi",""
"Female","39"
"Male","34"
"","73"
"Brahman - Hill",""
"Female","2106"
"Male","1671"
"","3777"
"Chhantyal/Chhantel",""
"Female","11"
"Male","3"
"","14"
"Chhetri",""
"Female","7004"
"Male","5339"
"","12343"
"Damai/Dholi",""
"Female","554"
"Male","427"
"","981"
"Gharti/Bhujel",""
"Female","93"
"Male","65"
"","158"
"Kami",""
"Female","2215"
"Male","1644"
"","3859"
"Kori",""
"Female","7"
"Male","7"
"","14"
"Kumal",""
"Female","104"
"Male","72"
"","176"
"Magar",""
"Female","1772"
"Male","1363"
"","3135"
"Musalman",""
"Female","13"
"Male","9"
"","22"
"Newar",""
"Female","251"
"Male","206"
"","457"
"Others",""
"Female","26"
"Male","19"
"","45"
"Sanyasi/Dasnami",""
"Female","959"
"Male","764"
"","1723"
"Sarki",""
"Female","636"
"Male","480"
"","1116"
"Terai Others",""
"Female","24"
"Male","14"
"","38"
