"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3"
"Cow Dung","5"
"Electricity Fuel","0"
"KeroseneFuel","17"
"LP Gas","68"
"Not Sated about Fuel","7"
"OthersFuel","0"
"Wood/FireWood","5768"
"Total","5868"
