"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","3076"
"Electricity Fuel","1"
"KeroseneFuel","58"
"LP Gas","91"
"Not Sated about Fuel","35"
"OthersFuel","4"
"Wood/FireWood","1103"
"Total","4370"
