"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","609"
"Cow Dung","9"
"Electricity","5"
"Kerosene","32"
"LP Gas","1653"
"Not stated","26"
"Others","17"
"Wood/Firewood","6765"
"Total","9116"
