"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","794"
"Cow Dung","18"
"Electricity Fuel","10"
"KeroseneFuel","41"
"LP Gas","954"
"Not Sated about Fuel","88"
"OthersFuel","16"
"Wood/FireWood","13435"
"Total","15356"
