"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","599"
"Christianity","3044"
"Hindu","72786"
"Islam","422"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","32"
"Undefined","56"
"Total","76940"
