"Population by Mother tongue","Number"
"Achhami",""
"Female","6879"
"Male","5634"
"","12513"
"Baitadeli",""
"Female","17"
"Male","6"
"","23"
"Bajureli",""
"Female","12"
"Male","6"
"","18"
"Bhojpuri",""
"Female","247"
"Male","243"
"","490"
"Dadeldhuri",""
"Female","72"
"Male","78"
"","150"
"Dailekhi",""
"Female","80"
"Male","83"
"","163"
"Doteli",""
"Female","661"
"Male","570"
"","1231"
"Gurung",""
"Female","8"
"Male","4"
"","12"
"Hindi",""
"Female","209"
"Male","286"
"","495"
"Jumli",""
"Female","37"
"Male","37"
"","74"
"Kham",""
"Female","12"
"Male","15"
"","27"
"Magar",""
"Female","595"
"Male","550"
"","1145"
"Maithili",""
"Female","171"
"Male","183"
"","354"
"Nepali",""
"Female","14723"
"Male","12887"
"","27610"
"Newar",""
"Female","64"
"Male","60"
"","124"
"Not Reported",""
"Female","10"
"Male","13"
"","23"
"Others",""
"Female","30"
"Male","30"
"","60"
"Punjabi",""
"Female","16"
"Male","16"
"","32"
"Raji",""
"Female","30"
"Male","27"
"","57"
"Tamang",""
"Female","20"
"Male","21"
"","41"
"Thakali",""
"Female","24"
"Male","21"
"","45"
"Tharu",""
"Female","15899"
"Male","15445"
"","31344"
"Urdu",""
"Female","23"
"Male","30"
"","53"
