"Number of households by type of outer wall","Number"
"BambooWall","8092"
"Cement Bonded Bricks/Stone Wall","8883"
"Mud Bonded Bricks/Stone Wall","929"
"Not Stated about Wall","247"
"Other Type Wall","318"
"Unbaked Bricks","16"
"Wood/Planks","3185"
"Total","21670"
