"Population by Mother tongue","Number"
"Bangla",""
"Female","6"
"Male","11"
"","17"
"Bhojpuri",""
"Female","21651"
"Male","23217"
"","44868"
"Chepang",""
"Female","14"
"Male","19"
"","33"
"Danuwar",""
"Female","79"
"Male","64"
"","143"
"Ghale",""
"Female","59"
"Male","60"
"","119"
"Gurung",""
"Female","198"
"Male","179"
"","377"
"Hindi",""
"Female","111"
"Male","185"
"","296"
"Limbu",""
"Female","26"
"Male","18"
"","44"
"Magar",""
"Female","1002"
"Male","1016"
"","2018"
"Maithili",""
"Female","1082"
"Male","1230"
"","2312"
"Nepali",""
"Female","17886"
"Male","16939"
"","34825"
"Newar",""
"Female","633"
"Male","609"
"","1242"
"Not Reported",""
"Female","108"
"Male","107"
"","215"
"Others",""
"Female","44"
"Male","36"
"","80"
"Rai",""
"Female","95"
"Male","94"
"","189"
"Rajsthani",""
"Female","5"
"Male","8"
"","13"
"Sanskrit",""
"Female","7"
"Male","7"
"","14"
"Sherpa",""
"Female","10"
"Male","5"
"","15"
"Sunuwar",""
"Female","17"
"Male","11"
"","28"
"Tamang",""
"Female","5883"
"Male","5455"
"","11338"
"Tharu",""
"Female","8111"
"Male","8135"
"","16246"
"Uranw/Urau",""
"Female","365"
"Male","349"
"","714"
"Urdu",""
"Female","948"
"Male","952"
"","1900"
"Yakkha",""
"Female","29"
"Male","19"
"","48"
