"Population by Religion","Number"
"Bahai","0"
"Bon","2"
"Buddism","17100"
"Christianity","1008"
"Hindu","85355"
"Islam","13840"
"Jainism","12"
"Kirat","356"
"Prakriti","409"
"Sikhism","4"
"Undefined","312"
"Total","118398"
