"Population by Religion","Number"
"Bahai","2"
"Bon","0"
"Buddism","604"
"Christianity","12"
"Hindu","16113"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","0"
"Total","16731"
