"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","1"
"LP Gas","1"
"Not Sated about Fuel","42"
"OthersFuel","0"
"Wood/FireWood","3121"
"Total","3174"
