"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","21"
"Cow Dung","6"
"Electricity","0"
"Kerosene","44"
"LP Gas","75"
"Not stated","14"
"Others","6"
"Wood/Firewood","4996"
"Total","5162"
