"Population by Mother tongue","Number"
"Bantawa",""
"Female","266"
"Male","253"
"Gurung",""
"Female","7"
"Male","10"
"Limbu",""
"Female","8234"
"Male","7138"
"Magar",""
"Female","49"
"Male","34"
"Maithili",""
"Female","17"
"Male","28"
"Nepali",""
"Female","2418"
"Male","2059"
"Newar",""
"Female","57"
"Male","34"
"Not Reported",""
"Female","24"
"Male","22"
"Others",""
"Female","25"
"Male","24"
"Rai",""
"Female","220"
"Male","178"
"Sign Language",""
"Female","7"
"Male","5"
"Sunuwar",""
"Female","49"
"Male","54"
"Tamang",""
"Female","1579"
"Male","1269"
