"Number of households by type of outer wall","Number"
"BambooWall","376"
"Cement Bonded Bricks/Stone Wall","178"
"Mud Bonded Bricks/Stone Wall","4421"
"Not stated","17"
"Others","32"
"Unbaked Bricks","11"
"Wood/Planks","127"
"Total","5162"
