"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","28"
"Male","35"
"Brahman - Hill",""
"Female","3526"
"Male","3081"
"Chhetri",""
"Female","6371"
"Male","5737"
"Dalit Others",""
"Female","226"
"Male","188"
"Damai/Dholi",""
"Female","201"
"Male","184"
"Kami",""
"Female","472"
"Male","460"
"Lohar",""
"Female","352"
"Male","358"
"Magar",""
"Female","10"
"Male","10"
"Musalman",""
"Female","5"
"Male","7"
"Others",""
"Female","19"
"Male","32"
"Sanyasi/Dasnami",""
"Female","65"
"Male","70"
"Sarki",""
"Female","32"
"Male","33"
"Sherpa",""
"Female","3"
"Male","13"
"Terai Others",""
"Female","6"
"Male","12"
"Thakuri",""
"Female","239"
"Male","228"
"Thami",""
"Female","34"
"Male","23"
