"Population by Five Years Age Group","Number"
"0-4",""
"Female","1319"
"Male","1308"
"10-14",""
"Female","1539"
"Male","1558"
"15-19",""
"Female","1238"
"Male","984"
"20-24",""
"Female","1082"
"Male","677"
"25-29",""
"Female","878"
"Male","593"
"30-34",""
"Female","738"
"Male","601"
"35-39",""
"Female","679"
"Male","593"
"40-44",""
"Female","551"
"Male","549"
"45-49",""
"Female","465"
"Male","474"
"50-54",""
"Female","403"
"Male","438"
"55-59",""
"Female","298"
"Male","368"
"5-9",""
"Female","1463"
"Male","1548"
"60-64",""
"Female","320"
"Male","306"
"65-69",""
"Female","282"
"Male","245"
"70-74",""
"Female","160"
"Male","162"
"75+",""
"Female","185"
"Male","196"
