"Population by Caste Ethinicity","Number"
"Badi",""
"Female","80"
"Male","71"
"","151"
"Bangali",""
"Female","16"
"Male","11"
"","27"
"Bote",""
"Female","434"
"Male","389"
"","823"
"Brahman - Hill",""
"Female","5974"
"Male","4888"
"","10862"
"Brahman - Tarai",""
"Female","15"
"Male","20"
"","35"
"Chamar/ Harijan/ Ram",""
"Female","3"
"Male","13"
"","16"
"Chepang /Praja",""
"Female","101"
"Male","96"
"","197"
"Chhetri",""
"Female","5294"
"Male","3933"
"","9227"
"Dalit Others",""
"Female","61"
"Male","64"
"","125"
"Damai/Dholi",""
"Female","1533"
"Male","1104"
"","2637"
"Darai",""
"Female","1915"
"Male","1558"
"","3473"
"Dhobi",""
"Female","3"
"Male","12"
"","15"
"Dura",""
"Female","411"
"Male","338"
"","749"
"Gharti/Bhujel",""
"Female","829"
"Male","695"
"","1524"
"Gurung",""
"Female","3423"
"Male","2585"
"","6008"
"Hajam/Thakur",""
"Female","9"
"Male","14"
"","23"
"Halwai",""
"Female","5"
"Male","12"
"","17"
"Kami",""
"Female","3055"
"Male","2522"
"","5577"
"Kathabaniyan",""
"Female","38"
"Male","32"
"","70"
"Kumal",""
"Female","783"
"Male","611"
"","1394"
"Kumhar",""
"Female","8"
"Male","8"
"","16"
"Limbu",""
"Female","16"
"Male","12"
"","28"
"Magar",""
"Female","7897"
"Male","6238"
"","14135"
"Majhi",""
"Female","8"
"Male","15"
"","23"
"Mallaha",""
"Female","1"
"Male","11"
"","12"
"Musalman",""
"Female","653"
"Male","665"
"","1318"
"Newar",""
"Female","3134"
"Male","2570"
"","5704"
"Others",""
"Female","59"
"Male","94"
"","153"
"Rai",""
"Female","92"
"Male","97"
"","189"
"Sanyasi/Dasnami",""
"Female","378"
"Male","322"
"","700"
"Sarki",""
"Female","1691"
"Male","1233"
"","2924"
"Satar/ Santhal",""
"Female","13"
"Male","9"
"","22"
"Sudhi",""
"Female","13"
"Male","10"
"","23"
"Sunuwar",""
"Female","8"
"Male","16"
"","24"
"Tamang",""
"Female","251"
"Male","255"
"","506"
"Teli",""
"Female","22"
"Male","39"
"","61"
"Terai Others",""
"Female","12"
"Male","17"
"","29"
"Thakali",""
"Female","15"
"Male","11"
"","26"
"Thakuri",""
"Female","763"
"Male","598"
"","1361"
"Tharu",""
"Female","43"
"Male","52"
"","95"
"Yadav",""
"Female","16"
"Male","20"
"","36"
