"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1231"
"Cow Dung","18"
"Electricity Fuel","16"
"KeroseneFuel","66"
"LP Gas","6967"
"Not Sated about Fuel","106"
"OthersFuel","24"
"Wood/FireWood","9911"
"Total","18339"
