"Number of households by type of outer wall","Number"
"BambooWall","4260"
"Cement Bonded Bricks/Stone Wall","464"
"Mud Bonded Bricks/Stone Wall","555"
"Not Stated about Wall","66"
"Other Type Wall","930"
"Unbaked Bricks","11"
"Wood/Planks","1516"
"Total","7802"
