"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","32"
"Christianity","1037"
"Hindu","46832"
"Islam","38"
"Jainism","0"
"Kirat","0"
"Prakriti","13"
"Sikhism","0"
"Undefined","34"
"Total","47987"
