"Population by Caste Ethinicity","Number"
"Badi",""
"Female","56"
"Male","53"
"","109"
"Bangali",""
"Female","5"
"Male","11"
"","16"
"Bhote",""
"Female","105"
"Male","98"
"","203"
"Brahman - Hill",""
"Female","43016"
"Male","37813"
"","80829"
"Brahman - Tarai",""
"Female","15"
"Male","18"
"","33"
"Chamar/ Harijan/ Ram",""
"Female","14"
"Male","22"
"","36"
"Chhetri",""
"Female","26440"
"Male","23623"
"","50063"
"Dalit Others",""
"Female","509"
"Male","436"
"","945"
"Damai/Dholi",""
"Female","2984"
"Male","2547"
"","5531"
"Danuwar",""
"Female","3664"
"Male","3186"
"","6850"
"Dhanuk",""
"Female","5"
"Male","14"
"","19"
"Dhobi",""
"Female","4"
"Male","9"
"","13"
"Gaine",""
"Female","8"
"Male","5"
"","13"
"Ghale",""
"Female","6"
"Male","7"
"","13"
"Gharti/Bhujel",""
"Female","1716"
"Male","1641"
"","3357"
"Gurung",""
"Female","543"
"Male","461"
"","1004"
"Hajam/Thakur",""
"Female","35"
"Male","69"
"","104"
"Halwai",""
"Female","11"
"Male","8"
"","19"
"Hayu",""
"Female","27"
"Male","17"
"","44"
"Kalwar",""
"Female","31"
"Male","55"
"","86"
"Kami",""
"Female","4831"
"Male","4307"
"","9138"
"Kanu",""
"Female","2"
"Male","11"
"","13"
"Kathabaniyan",""
"Female","46"
"Male","46"
"","92"
"Kayastha",""
"Female","13"
"Male","16"
"","29"
"Koiri/Kushwaha",""
"Female","3"
"Male","18"
"","21"
"Kurmi",""
"Female","3"
"Male","11"
"","14"
"Limbu",""
"Female","97"
"Male","105"
"","202"
"Magar",""
"Female","7502"
"Male","6732"
"","14234"
"Majhi",""
"Female","1418"
"Male","1318"
"","2736"
"Marwadi",""
"Female","10"
"Male","13"
"","23"
"Musalman",""
"Female","74"
"Male","202"
"","276"
"Newar",""
"Female","25757"
"Male","23898"
"","49655"
"Others",""
"Female","394"
"Male","457"
"","851"
"Pahari",""
"Female","1824"
"Male","1704"
"","3528"
"Rai",""
"Female","536"
"Male","472"
"","1008"
"Sanyasi/Dasnami",""
"Female","1898"
"Male","1629"
"","3527"
"Sarki",""
"Female","3748"
"Male","3348"
"","7096"
"Sherpa",""
"Female","12"
"Male","11"
"","23"
"Sonar",""
"Female","35"
"Male","29"
"","64"
"Sudhi",""
"Female","9"
"Male","9"
"","18"
"Sunuwar",""
"Female","93"
"Male","78"
"","171"
"Tamang",""
"Female","68291"
"Male","61073"
"","129364"
"Teli",""
"Female","37"
"Male","117"
"","154"
"Terai Others",""
"Female","126"
"Male","164"
"","290"
"Thakuri",""
"Female","1484"
"Male","1368"
"","2852"
"Thami",""
"Female","61"
"Male","72"
"","133"
"Tharu",""
"Female","90"
"Male","123"
"","213"
"Undefined Others",""
"Female","46"
"Male","43"
"","89"
"Yadav",""
"Female","41"
"Male","79"
"","120"
