"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3213"
"Cow Dung","60"
"Electricity Fuel","31"
"KeroseneFuel","548"
"LP Gas","12959"
"Not Sated about Fuel","699"
"OthersFuel","49"
"Wood/FireWood","63092"
"Total","80651"
