"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","27"
"Male","37"
"","64"
"Chamling",""
"Female","4"
"Male","7"
"","11"
"Hindi",""
"Female","7"
"Male","8"
"","15"
"Magahi",""
"Female","179"
"Male","184"
"","363"
"Magar",""
"Female","1172"
"Male","1164"
"","2336"
"Maithili",""
"Female","12039"
"Male","12881"
"","24920"
"Majhi",""
"Female","361"
"Male","346"
"","707"
"Nepali",""
"Female","6135"
"Male","6049"
"","12184"
"Newar",""
"Female","242"
"Male","285"
"","527"
"Not Reported",""
"Female","99"
"Male","96"
"","195"
"Others",""
"Female","32"
"Male","29"
"","61"
"Rai",""
"Female","35"
"Male","22"
"","57"
"Sunuwar",""
"Female","47"
"Male","38"
"","85"
"Tamang",""
"Female","1734"
"Male","1765"
"","3499"
"Urdu",""
"Female","73"
"Male","67"
"","140"
